🎉 CSP v0.2.11 b3465, enabled, date & time: 2026-01-19T23:47:14:900.
✨ Do not use this log file, because its format will change.
     51     M 🚨 Failed to load AC cached map: Failed to open file
   38c8     M 🚀 Splitting `geo_lamp_tatsumi_head`: 32 triangles, 16 pieces, 65.7 μs
   38d4     M 🚀 Splitting `geo_lamp701_head`: 3366 triangles, 306 pieces, 1728.4 μs
   38df     M 🚀 Splitting `geo_lamp311_head`: 2620 triangles, 131 pieces, 981.1 μs
   3903     M 🚀 Splitting `geo_lamp201_head`: 35286 triangles, 850 pieces, 20469.8 μs
   3910     M 🚀 Splitting `geo_lamp201_head.002`: 688 triangles, 43 pieces, 270.4 μs
   39f0     M 🚀 Splitting `geo_lamp101_head.001`: 766 triangles, 252 pieces, 425 μs
   3a18     M 🚀 Splitting `geo_lamp101_head`: 34794 triangles, 1775 pieces, 20163.5 μs
   3c7e     M 🚀 Splitting `geo_lamp801_head`: 3598 triangles, 38 pieces, 2246.4 μs
   3d5b     M 🚀 Splitting `geo_cut_11go_orbs_distant`: 1618 triangles, 541 pieces, 1116 μs
   4081     M 🚀 Splitting `geo_parts_hiru00_sh`: 988 triangles, 494 pieces, 968.9 μs
   40df     M ✅ Archive with vertex AO patch opened: 'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'
   40f5     M 💬 Patch version: 5
   4159     M ✅ Patch loaded: 21665 KB
   4176     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: shuto_revival_project_beta.kn5, class: Node [1]`: 823 meshes, 153.1 ms
   4682     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_yaesu_0_9_3.kn5, class: Node [1]`: 221 meshes, 3.6 ms
   5188     M 🚀 Splitting `bayshore_chunk5_geo_lamp702_head`: 8900 triangles, 444 pieces, 5037 μs
   518d     M 🚀 Splitting `bayshore_chunk6_geo_lamp702_head`: 200 triangles, 10 pieces, 191.8 μs
   51d9     M 🚀 Splitting `bayshore_chunk3_geo_Ground_Level_lamp101_head`: 3120 triangles, 312 pieces, 2694.6 μs
   51e7     M 🚀 Splitting `bayshore_chunk1_geo_Ground_Level_lamp101_head`: 3620 triangles, 362 pieces, 3116.6 μs
   51f3     M 🚀 Splitting `bayshore_chunk4_geo_Ground_Level_lamp101_head`: 2090 triangles, 209 pieces, 1515 μs
   5202     M 🚀 Splitting `bayshore_chunk2_geo_Ground_Level_lamp101_head.001`: 4620 triangles, 462 pieces, 3449.6 μs
   521a     M 🚀 Splitting `bayshore_chunk2_geo_parts_ripu00_sh.001`: 2966 triangles, 175 pieces, 1843.3 μs
   5230     M 🚀 Splitting `bayshore_chunk1_geo_lamp201_head`: 6996 triangles, 159 pieces, 4359.4 μs
   5241     M 🚀 Splitting `bayshore_chunk4_geo_lamp201_head`: 10736 triangles, 244 pieces, 5068.3 μs
   524e     M 🚀 Splitting `bayshore_chunk2_geo_lamp201_head.001`: 5764 triangles, 131 pieces, 2878.7 μs
   5258     M 🚀 Splitting `bayshore_chunk5_geo_lamp201_head`: 2024 triangles, 46 pieces, 1147.9 μs
   5277     M 🚀 Splitting `bayshore_chunk6_geo_lamp201_head`: 24772 triangles, 563 pieces, 11720.8 μs
   528b     M 🚀 Splitting `bayshore_chunk3_geo_lamp201_head`: 7568 triangles, 172 pieces, 4216.8 μs
   528e     M 🚀 Splitting `bayshore_chunk2_geo_lamp101_head.001`: 580 triangles, 29 pieces, 260.4 μs
   5290     M 🚀 Splitting `bayshore_chunk6_geo_lamp101_head`: 320 triangles, 16 pieces, 115.2 μs
   5291     M 🚀 Splitting `bayshore_chunk5_geo_lamp101_head`: 240 triangles, 12 pieces, 78.6 μs
   5297     M 🚀 Splitting `bayshore_chunk1_geo_lamp101_head`: 1320 triangles, 66 pieces, 699.7 μs
   5b24     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_bayshore_0_9_3.kn5, class: Node [1]`: 1033 meshes, 30 ms
   632f     M 🚀 Splitting `chunk4_geo_yoko_lamp_tatsumi_head`: 36 triangles, 18 pieces, 70.3 μs
   63b9     M 🚀 Splitting `chunk3_geo_yoko_lamp201_head`: 12112 triangles, 255 pieces, 7838.7 μs
   63c7     M 🚀 Splitting `chunk1_geo_yoko_lamp201_head`: 6380 triangles, 145 pieces, 3992 μs
   63cf     M 🚀 Splitting `chunk2_geo_yoko_lamp201_head`: 1276 triangles, 29 pieces, 834.9 μs
   63e4     M 🚀 Splitting `chunk4_geo_yoko_lamp201_head`: 13420 triangles, 305 pieces, 6953.8 μs
   63f1     M 🚀 Splitting `chunk5_geo_yoko_lamp201_head`: 5060 triangles, 115 pieces, 3262.5 μs
   6471     M 🚀 Splitting `chunk4_geo_yoko_lamp311_head`: 78 triangles, 39 pieces, 74.2 μs
   6471     M 🚀 Splitting `chunk2_geo_yoko_lamp311_head`: 6 triangles, 3 pieces, 4.2 μs
   6471     M 🚀 Splitting `chunk1_geo_yoko_lamp311_head`: 12 triangles, 6 pieces, 7.6 μs
   6475     M 🚀 Splitting `chunk1_geo_yoko_lamp101_head`: 960 triangles, 48 pieces, 415.2 μs
   647b     M 🚀 Splitting `chunk4_geo_yoko_lamp101_head`: 1457 triangles, 79 pieces, 779.7 μs
   6484     M 🚀 Splitting `chunk2_geo_yoko_lamp101_head`: 3200 triangles, 160 pieces, 1381.6 μs
   648a     M 🚀 Splitting `chunk3_geo_yoko_lamp101_head`: 1512 triangles, 79 pieces, 678 μs
   686f     M 🚀 Splitting `chunk4_geo_yoko_lamp_tnl_01_head`: 8 triangles, 4 pieces, 17.3 μs
   686f     M 🚀 Splitting `chunk3_geo_yoko_lamp_tnl_01_head`: 24 triangles, 12 pieces, 29.7 μs
   6af3     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_yokohane_0_9_3.kn5, class: Node [1]`: 915 meshes, 16.7 ms
   7519     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_mirai_0_9_3.kn5, class: Node [1]`: 644 meshes, 14.3 ms
   7e5d     M 🚀 Splitting `geo_lamp_snjk_a_head`: 1480 triangles, 148 pieces, 1316.6 μs
   7e5e     M 🚀 Splitting `geo_lamp301_head`: 170 triangles, 15 pieces, 78.1 μs
   7e6d     M 🚀 Splitting `geo_lamp201_head`: 7408 triangles, 290 pieces, 5407.9 μs
   7e7f     M 🚀 Splitting `geo_lamp101_head`: 6070 triangles, 611 pieces, 3541.6 μs
   823f     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_shibuyashinjuku_0_9_3.kn5, class: Node [1]`: 752 meshes, 13.2 ms
   8590     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_shibuyacrossing_0_9_3.kn5, class: Node [1]`: 127 meshes, 5.5 ms
   9204     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: physical.kn5, class: Node [1]`: 0 meshes, 1.4 ms
   9279     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: reverb.kn5, class: Node [1]`: 0 meshes, 0.5 ms
   92f5     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: terrain.kn5, class: Node [1]`: 3 meshes, 1.2 ms
   93a4     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_animations_0_9_3.kn5, class: Node [1]`: 66 meshes, 1 ms
   93df     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_barriers_0_9_3.kn5, class: Node [1]`: 7 meshes, 1.3 ms
   942b     M 🚀 Splitting `geo_lamp201_head.001_SUB1`: 900 triangles, 15 pieces, 561.7 μs
   942c     M 🚀 Splitting `geo_lamp201_head.001_SUB0`: 220 triangles, 10 pieces, 114.3 μs
   942c     M 🚀 Splitting `geo_lamp101_head.001`: 20 triangles, 1 pieces, 12.5 μs
   9505     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_yoyogi_0_9_3.kn5, class: Node [1]`: 117 meshes, 2.4 ms
   9524     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: vantablack.kn5, class: Node [1]`: 1 meshes, 1.1 ms
   9530     M 🚀 Applying VAO patch `'content/tracks/shuto_revival_project_beta\shuto_revival_project_beta.vao-patch'` to `KN5: srp_pits_main.kn5, class: Node [1]`: 0 meshes, 0.8 ms
   974e     M 💬 Large enough offset: 9144.03, scene origin shift would be welcome
   c287     M ✅ Pit altitude for current track: 1.17549e-38
   c287     M ✅ Pit Y coordinate: 23.7241
   c294     M 🚀 IdealLine::IdealLine: 7594.80 μs
   c294  35d8 🚨 Mesh NONAME is empty!
   c299     M 💬 Creating a missing spawn point `AC_START_0`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_0`
   c299     M 💬 Creating a missing spawn point `AC_START_1`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_1`
   c299     M 💬 Creating a missing spawn point `AC_START_2`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_2`
   c299     M 💬 Creating a missing spawn point `AC_START_3`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_3`
   c299     M 💬 Creating a missing spawn point `AC_START_4`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_4`
   c299     M 💬 Creating a missing spawn point `AC_START_5`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_5`
   c299     M 💬 Creating a missing spawn point `AC_START_6`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_6`
   c299     M 💬 Creating a missing spawn point `AC_START_7`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_7`
   c299     M 💬 Creating a missing spawn point `AC_START_8`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_8`
   c299     M 💬 Creating a missing spawn point `AC_START_9`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_9`
   c299     M 💬 Creating a missing spawn point `AC_START_10`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_10`
   c299     M 💬 Creating a missing spawn point `AC_START_11`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_11`
   c299     M 💬 Creating a missing spawn point `AC_START_12`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_12`
   c299     M 💬 Creating a missing spawn point `AC_START_13`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_13`
   c299     M 💬 Creating a missing spawn point `AC_START_14`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_14`
   c299     M 💬 Creating a missing spawn point `AC_START_15`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_15`
   c299     M 💬 Creating a missing spawn point `AC_START_16`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_16`
   c299     M 💬 Creating a missing spawn point `AC_START_17`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_17`
   c299     M 💬 Creating a missing spawn point `AC_START_18`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_18`
   c299     M 💬 Creating a missing spawn point `AC_START_19`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_19`
   c299     M 💬 Creating a missing spawn point `AC_START_20`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_20`
   c299     M 💬 Creating a missing spawn point `AC_START_21`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_21`
   c299     M 💬 Creating a missing spawn point `AC_START_22`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_22`
   c299     M 💬 Creating a missing spawn point `AC_START_23`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_23`
   c299     M 💬 Creating a missing spawn point `AC_START_24`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_24`
   c299     M 💬 Creating a missing spawn point `AC_START_25`
   c299     M 💬 Creating a missing spawn point `AC_HOTLAP_START_25`
   c29a     M 💬 Creating a missing spawn point `AC_START_26`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_26`
   c29a     M 💬 Creating a missing spawn point `AC_START_27`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_27`
   c29a     M 💬 Creating a missing spawn point `AC_START_28`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_28`
   c29a     M 💬 Creating a missing spawn point `AC_START_29`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_29`
   c29a     M 💬 Creating a missing spawn point `AC_START_30`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_30`
   c29a     M 💬 Creating a missing spawn point `AC_START_31`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_31`
   c29a     M 💬 Creating a missing spawn point `AC_START_32`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_32`
   c29a     M 💬 Creating a missing spawn point `AC_START_33`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_33`
   c29a     M 💬 Creating a missing spawn point `AC_START_34`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_34`
   c29a     M 💬 Creating a missing spawn point `AC_START_35`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_35`
   c29a     M 💬 Creating a missing spawn point `AC_START_36`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_36`
   c29a     M 💬 Creating a missing spawn point `AC_START_37`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_37`
   c29a     M 💬 Creating a missing spawn point `AC_START_38`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_38`
   c29a     M 💬 Creating a missing spawn point `AC_START_39`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_39`
   c29a     M 💬 Creating a missing spawn point `AC_START_40`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_40`
   c29a     M 💬 Creating a missing spawn point `AC_START_41`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_41`
   c29a     M 💬 Creating a missing spawn point `AC_START_42`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_42`
   c29a     M 💬 Creating a missing spawn point `AC_START_43`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_43`
   c29a     M 💬 Creating a missing spawn point `AC_START_44`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_44`
   c29a     M 💬 Creating a missing spawn point `AC_START_45`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_45`
   c29a     M 💬 Creating a missing spawn point `AC_START_46`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_46`
   c29a     M 💬 Creating a missing spawn point `AC_START_47`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_47`
   c29a     M 💬 Creating a missing spawn point `AC_START_48`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_48`
   c29a     M 💬 Creating a missing spawn point `AC_START_49`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_49`
   c29a     M 💬 Creating a missing spawn point `AC_START_50`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_50`
   c29a     M 💬 Creating a missing spawn point `AC_START_51`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_51`
   c29a     M 💬 Creating a missing spawn point `AC_START_52`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_52`
   c29a     M 💬 Creating a missing spawn point `AC_START_53`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_53`
   c29a     M 💬 Creating a missing spawn point `AC_START_54`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_54`
   c29a     M 💬 Creating a missing spawn point `AC_START_55`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_55`
   c29a     M 💬 Creating a missing spawn point `AC_START_56`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_56`
   c29a     M 💬 Creating a missing spawn point `AC_START_57`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_57`
   c29a     M 💬 Creating a missing spawn point `AC_START_58`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_58`
   c29a     M 💬 Creating a missing spawn point `AC_START_59`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_59`
   c29a     M 💬 Creating a missing spawn point `AC_START_60`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_60`
   c29a     M 💬 Creating a missing spawn point `AC_START_61`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_61`
   c29a     M 💬 Creating a missing spawn point `AC_START_62`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_62`
   c29a     M 💬 Creating a missing spawn point `AC_START_63`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_63`
   c29a     M 💬 Creating a missing spawn point `AC_START_64`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_64`
   c29a     M 💬 Creating a missing spawn point `AC_START_65`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_65`
   c29a     M 💬 Creating a missing spawn point `AC_START_66`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_66`
   c29a     M 💬 Creating a missing spawn point `AC_START_67`
   c29a     M 💬 Creating a missing spawn point `AC_HOTLAP_START_67`
   c29b     M 💬 Creating a missing spawn point `AC_START_68`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_68`
   c29b     M 💬 Creating a missing spawn point `AC_START_69`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_69`
   c29b     M 💬 Creating a missing spawn point `AC_START_70`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_70`
   c29b     M 💬 Creating a missing spawn point `AC_START_71`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_71`
   c29b     M 💬 Creating a missing spawn point `AC_START_72`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_72`
   c29b     M 💬 Creating a missing spawn point `AC_START_73`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_73`
   c29b     M 💬 Creating a missing spawn point `AC_START_74`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_74`
   c29b     M 💬 Creating a missing spawn point `AC_START_75`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_75`
   c29b     M 💬 Creating a missing spawn point `AC_START_76`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_76`
   c29b     M 💬 Creating a missing spawn point `AC_START_77`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_77`
   c29b     M 💬 Creating a missing spawn point `AC_START_78`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_78`
   c29b     M 💬 Creating a missing spawn point `AC_START_79`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_79`
   c29b     M 💬 Creating a missing spawn point `AC_START_80`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_80`
   c29b     M 💬 Creating a missing spawn point `AC_START_81`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_81`
   c29b     M 💬 Creating a missing spawn point `AC_START_82`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_82`
   c29b     M 💬 Creating a missing spawn point `AC_START_83`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_83`
   c29b     M 💬 Creating a missing spawn point `AC_START_84`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_84`
   c29b     M 💬 Creating a missing spawn point `AC_START_85`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_85`
   c29b     M 💬 Creating a missing spawn point `AC_START_86`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_86`
   c29b     M 💬 Creating a missing spawn point `AC_START_87`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_87`
   c29b     M 💬 Creating a missing spawn point `AC_START_88`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_88`
   c29b     M 💬 Creating a missing spawn point `AC_START_89`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_89`
   c29b     M 💬 Creating a missing spawn point `AC_START_90`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_90`
   c29b     M 💬 Creating a missing spawn point `AC_START_91`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_91`
   c29b     M 💬 Creating a missing spawn point `AC_START_92`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_92`
   c29b     M 💬 Creating a missing spawn point `AC_START_93`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_93`
   c29b     M 💬 Creating a missing spawn point `AC_START_94`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_94`
   c29b     M 💬 Creating a missing spawn point `AC_START_95`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_95`
   c29b     M 💬 Creating a missing spawn point `AC_START_96`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_96`
   c29b     M 💬 Creating a missing spawn point `AC_START_97`
   c29b     M 💬 Creating a missing spawn point `AC_HOTLAP_START_97`
   c29c     M 💬 Creating a missing spawn point `AC_START_98`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_98`
   c29c     M 💬 Creating a missing spawn point `AC_START_99`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_99`
   c29c     M 💬 Creating a missing spawn point `AC_START_100`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_100`
   c29c     M 💬 Creating a missing spawn point `AC_START_101`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_101`
   c29c     M 💬 Creating a missing spawn point `AC_START_102`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_102`
   c29c     M 💬 Creating a missing spawn point `AC_START_103`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_103`
   c29c     M 💬 Creating a missing spawn point `AC_START_104`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_104`
   c29c     M 💬 Creating a missing spawn point `AC_START_105`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_105`
   c29c     M 💬 Creating a missing spawn point `AC_START_106`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_106`
   c29c     M 💬 Creating a missing spawn point `AC_START_107`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_107`
   c29c     M 💬 Creating a missing spawn point `AC_START_108`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_108`
   c29c     M 💬 Creating a missing spawn point `AC_START_109`
   c29c     M 💬 Creating a missing spawn point `AC_HOTLAP_START_109`
   c29c     M 💬 Creating a missing spawn point `AC_START_110`
